"(146,)","(170,)","(-1,)","(250,)","(250,)","(250,)","(250,)","(80,)","(66,)","(66,)","(63,)","(131.58513088021053,)"
"(145,)","(143,)","(-3,)","(250,)","(250,)","(250,)","(250,)","(80,)","(74,)","(74,)","(74,)","(131.58513088021053,)"
"(147,)","(132,)","(-1,)","(250,)","(250,)","(250,)","(250,)","(86,)","(78,)","(78,)","(78,)","(131.58513088021053,)"
"(148,)","(113,)","(-1,)","(152,)","(150,)","(250,)","(250,)","(88,)","(88,)","(86,)","(86,)","(131.58513088021053,)"
"(149,)","(96,)","(0,)","(152,)","(151,)","(149,)","(150,)","(98,)","(95,)","(91,)","(93,)","(131.58513088021053,)"
"(151,)","(78,)","(-2,)","(153,)","(152,)","(148,)","(151,)","(106,)","(102,)","(102,)","(100,)","(131.58513088021053,)"
"(154,)","(72,)","(0,)","(158,)","(156,)","(153,)","(155,)","(105,)","(105,)","(102,)","(102,)","(131.58513088021053,)"
"(157,)","(62,)","(0,)","(160,)","(159,)","(155,)","(157,)","(111,)","(108,)","(108,)","(106,)","(131.58513088021053,)"
"(160,)","(51,)","(-1,)","(165,)","(163,)","(159,)","(160,)","(111,)","(111,)","(111,)","(111,)","(131.58513088021053,)"
"(163,)","(43,)","(-3,)","(168,)","(166,)","(164,)","(163,)","(114,)","(114,)","(111,)","(114,)","(131.58513088021053,)"
"(168,)","(43,)","(-1,)","(170,)","(169,)","(165,)","(168,)","(121,)","(117,)","(117,)","(114,)","(131.58513088021053,)"
"(171,)","(34,)","(-1,)","(175,)","(174,)","(168,)","(171,)","(121,)","(117,)","(121,)","(117,)","(131.58513088021053,)"
"(176,)","(34,)","(0,)","(180,)","(177,)","(175,)","(176,)","(121,)","(121,)","(117,)","(117,)","(131.58513088021053,)"
"(179,)","(25,)","(0,)","(181,)","(181,)","(175,)","(179,)","(125,)","(121,)","(125,)","(121,)","(131.58513088021053,)"
"(181,)","(10,)","(-2,)","(181,)","(182,)","(180,)","(182,)","(129,)","(125,)","(124,)","(125,)","(131.58513088021053,)"
"(185,)","(10,)","(-2,)","(180,)","(183,)","(183,)","(186,)","(133,)","(129,)","(125,)","(125,)","(131.58513088021053,)"
"(187,)","(5,)","(-1,)","(181,)","(185,)","(183,)","(187,)","(133,)","(129,)","(129,)","(126,)","(131.58513088021053,)"
"(188,)","(1,)","(-2,)","(180,)","(183,)","(182,)","(189,)","(133,)","(133,)","(133,)","(129,)","(131.58513088021053,)"
"(188,)","(0,)","(0,)","(176,)","(183,)","(184,)","(189,)","(137,)","(133,)","(130,)","(130,)","(131.58513088021053,)"
"(190,)","(1,)","(2,)","(178,)","(180,)","(182,)","(190,)","(133,)","(136,)","(133,)","(129,)","(131.58513088021053,)"
"(187,)","(0,)","(1,)","(175,)","(179,)","(182,)","(187,)","(137,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(186,)","(0,)","(1,)","(174,)","(176,)","(182,)","(187,)","(137,)","(140,)","(133,)","(133,)","(131.58513088021053,)"
"(185,)","(0,)","(3,)","(169,)","(176,)","(178,)","(186,)","(144,)","(137,)","(137,)","(133,)","(131.58513088021053,)"
"(179,)","(2,)","(-1,)","(165,)","(172,)","(174,)","(179,)","(148,)","(142,)","(142,)","(142,)","(131.58513088021053,)"
"(179,)","(1,)","(1,)","(170,)","(173,)","(175,)","(180,)","(137,)","(140,)","(140,)","(140,)","(131.58513088021053,)"
"(176,)","(2,)","(-1,)","(165,)","(166,)","(172,)","(177,)","(144,)","(148,)","(142,)","(142,)","(131.58513088021053,)"
"(175,)","(2,)","(0,)","(163,)","(167,)","(173,)","(175,)","(144,)","(144,)","(137,)","(142,)","(131.58513088021053,)"
"(175,)","(1,)","(0,)","(162,)","(165,)","(170,)","(175,)","(142,)","(144,)","(140,)","(140,)","(131.58513088021053,)"
"(171,)","(3,)","(0,)","(157,)","(164,)","(166,)","(171,)","(148,)","(142,)","(144,)","(144,)","(131.58513088021053,)"
"(170,)","(2,)","(0,)","(157,)","(161,)","(165,)","(170,)","(144,)","(144,)","(142,)","(142,)","(131.58513088021053,)"
"(171,)","(0,)","(1,)","(155,)","(160,)","(163,)","(172,)","(144,)","(142,)","(144,)","(137,)","(131.58513088021053,)"
"(168,)","(1,)","(2,)","(153,)","(157,)","(161,)","(169,)","(144,)","(144,)","(144,)","(140,)","(131.58513088021053,)"
"(167,)","(1,)","(1,)","(152,)","(153,)","(162,)","(167,)","(142,)","(148,)","(140,)","(140,)","(131.58513088021053,)"
"(166,)","(1,)","(-1,)","(152,)","(156,)","(159,)","(166,)","(140,)","(140,)","(142,)","(140,)","(131.58513088021053,)"
"(163,)","(2,)","(-1,)","(150,)","(156,)","(161,)","(163,)","(140,)","(137,)","(137,)","(142,)","(131.58513088021053,)"
"(165,)","(0,)","(0,)","(149,)","(153,)","(160,)","(165,)","(140,)","(140,)","(137,)","(137,)","(131.58513088021053,)"
"(164,)","(0,)","(0,)","(146,)","(152,)","(159,)","(164,)","(142,)","(140,)","(137,)","(137,)","(131.58513088021053,)"
"(163,)","(0,)","(0,)","(145,)","(151,)","(158,)","(164,)","(142,)","(140,)","(137,)","(137,)","(131.58513088021053,)"
"(162,)","(0,)","(-2,)","(146,)","(152,)","(157,)","(163,)","(137,)","(136,)","(137,)","(137,)","(131.58513088021053,)"
"(164,)","(0,)","(1,)","(146,)","(151,)","(159,)","(165,)","(137,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(164,)","(0,)","(0,)","(148,)","(152,)","(159,)","(165,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(164,)","(0,)","(0,)","(147,)","(150,)","(158,)","(164,)","(133,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(167,)","(1,)","(2,)","(147,)","(151,)","(160,)","(167,)","(133,)","(133,)","(130,)","(129,)","(131.58513088021053,)"
"(171,)","(10,)","(4,)","(149,)","(154,)","(161,)","(171,)","(130,)","(129,)","(129,)","(125,)","(131.58513088021053,)"
"(169,)","(1,)","(2,)","(150,)","(154,)","(162,)","(169,)","(129,)","(130,)","(129,)","(129,)","(131.58513088021053,)"
"(170,)","(1,)","(0,)","(148,)","(152,)","(165,)","(170,)","(133,)","(133,)","(126,)","(129,)","(131.58513088021053,)"
"(174,)","(5,)","(-1,)","(151,)","(153,)","(165,)","(174,)","(129,)","(133,)","(129,)","(126,)","(131.58513088021053,)"
"(174,)","(1,)","(0,)","(153,)","(158,)","(168,)","(174,)","(129,)","(126,)","(126,)","(129,)","(131.58513088021053,)"
"(178,)","(5,)","(-1,)","(156,)","(158,)","(172,)","(178,)","(126,)","(129,)","(125,)","(126,)","(131.58513088021053,)"
"(181,)","(10,)","(2,)","(156,)","(160,)","(173,)","(182,)","(129,)","(130,)","(126,)","(125,)","(131.58513088021053,)"
"(174,)","(0,)","(-7,)","(157,)","(164,)","(176,)","(174,)","(129,)","(125,)","(125,)","(137,)","(131.58513088021053,)"
"(176,)","(0,)","(2,)","(158,)","(163,)","(175,)","(176,)","(129,)","(130,)","(129,)","(133,)","(131.58513088021053,)"
"(175,)","(0,)","(0,)","(161,)","(164,)","(179,)","(176,)","(126,)","(129,)","(126,)","(133,)","(131.58513088021053,)"
"(178,)","(0,)","(0,)","(161,)","(165,)","(181,)","(179,)","(129,)","(130,)","(125,)","(130,)","(131.58513088021053,)"
"(180,)","(1,)","(0,)","(161,)","(167,)","(180,)","(180,)","(129,)","(129,)","(129,)","(129,)","(131.58513088021053,)"
"(181,)","(1,)","(0,)","(163,)","(168,)","(180,)","(181,)","(129,)","(129,)","(130,)","(129,)","(131.58513088021053,)"
"(179,)","(0,)","(-2,)","(161,)","(168,)","(176,)","(180,)","(133,)","(130,)","(137,)","(133,)","(131.58513088021053,)"
"(180,)","(0,)","(-2,)","(160,)","(166,)","(176,)","(180,)","(133,)","(133,)","(137,)","(133,)","(131.58513088021053,)"
"(182,)","(1,)","(2,)","(158,)","(166,)","(178,)","(183,)","(136,)","(133,)","(133,)","(129,)","(131.58513088021053,)"
"(182,)","(0,)","(1,)","(159,)","(163,)","(180,)","(183,)","(133,)","(137,)","(130,)","(130,)","(131.58513088021053,)"
"(183,)","(1,)","(2,)","(160,)","(164,)","(171,)","(184,)","(130,)","(136,)","(144,)","(129,)","(131.58513088021053,)"
"(180,)","(0,)","(1,)","(156,)","(165,)","(176,)","(181,)","(136,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(180,)","(0,)","(0,)","(153,)","(162,)","(176,)","(181,)","(140,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(180,)","(0,)","(1,)","(156,)","(162,)","(175,)","(180,)","(133,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(176,)","(0,)","(0,)","(154,)","(163,)","(173,)","(177,)","(136,)","(133,)","(136,)","(137,)","(131.58513088021053,)"
"(169,)","(6,)","(-4,)","(152,)","(160,)","(170,)","(169,)","(136,)","(136,)","(140,)","(148,)","(131.58513088021053,)"
"(164,)","(9,)","(-2,)","(154,)","(161,)","(174,)","(164,)","(133,)","(133,)","(133,)","(152,)","(131.58513088021053,)"
"(163,)","(6,)","(0,)","(153,)","(160,)","(173,)","(164,)","(133,)","(133,)","(133,)","(148,)","(131.58513088021053,)"
"(171,)","(0,)","(5,)","(150,)","(158,)","(171,)","(171,)","(137,)","(137,)","(137,)","(133,)","(131.58513088021053,)"
"(170,)","(0,)","(2,)","(153,)","(160,)","(173,)","(170,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(170,)","(0,)","(0,)","(152,)","(160,)","(172,)","(170,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(167,)","(0,)","(-2,)","(150,)","(159,)","(170,)","(167,)","(136,)","(133,)","(136,)","(137,)","(131.58513088021053,)"
"(169,)","(0,)","(0,)","(151,)","(156,)","(169,)","(169,)","(133,)","(136,)","(136,)","(133,)","(131.58513088021053,)"
"(168,)","(0,)","(1,)","(151,)","(155,)","(169,)","(169,)","(133,)","(136,)","(136,)","(133,)","(131.58513088021053,)"
"(168,)","(0,)","(0,)","(153,)","(157,)","(170,)","(168,)","(129,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(168,)","(0,)","(0,)","(151,)","(156,)","(170,)","(168,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(170,)","(0,)","(1,)","(151,)","(156,)","(167,)","(170,)","(133,)","(133,)","(136,)","(130,)","(131.58513088021053,)"
"(168,)","(0,)","(2,)","(148,)","(152,)","(169,)","(168,)","(137,)","(137,)","(133,)","(133,)","(131.58513088021053,)"
"(167,)","(0,)","(0,)","(150,)","(154,)","(168,)","(168,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(167,)","(0,)","(0,)","(150,)","(152,)","(168,)","(167,)","(133,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(167,)","(0,)","(0,)","(149,)","(151,)","(167,)","(167,)","(133,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(169,)","(0,)","(1,)","(151,)","(153,)","(167,)","(169,)","(130,)","(133,)","(133,)","(130,)","(131.58513088021053,)"
"(167,)","(0,)","(-2,)","(150,)","(156,)","(167,)","(168,)","(133,)","(129,)","(133,)","(133,)","(131.58513088021053,)"
"(170,)","(1,)","(2,)","(153,)","(153,)","(166,)","(171,)","(129,)","(133,)","(133,)","(129,)","(131.58513088021053,)"
"(171,)","(1,)","(0,)","(153,)","(153,)","(167,)","(172,)","(129,)","(133,)","(133,)","(129,)","(131.58513088021053,)"
"(169,)","(0,)","(-2,)","(153,)","(155,)","(170,)","(170,)","(130,)","(130,)","(129,)","(133,)","(131.58513088021053,)"
"(173,)","(1,)","(0,)","(151,)","(153,)","(170,)","(173,)","(133,)","(133,)","(130,)","(129,)","(131.58513088021053,)"
"(173,)","(0,)","(0,)","(152,)","(156,)","(172,)","(174,)","(133,)","(129,)","(129,)","(130,)","(131.58513088021053,)"
"(173,)","(0,)","(-4,)","(152,)","(156,)","(173,)","(174,)","(133,)","(130,)","(130,)","(133,)","(131.58513088021053,)"
"(170,)","(0,)","(-2,)","(155,)","(157,)","(174,)","(170,)","(129,)","(129,)","(129,)","(137,)","(131.58513088021053,)"
"(172,)","(0,)","(0,)","(156,)","(158,)","(172,)","(173,)","(129,)","(129,)","(133,)","(133,)","(131.58513088021053,)"
"(173,)","(0,)","(-2,)","(152,)","(156,)","(175,)","(173,)","(136,)","(133,)","(130,)","(133,)","(131.58513088021053,)"
"(172,)","(0,)","(0,)","(154,)","(159,)","(176,)","(173,)","(133,)","(129,)","(129,)","(133,)","(131.58513088021053,)"
"(173,)","(0,)","(-1,)","(154,)","(157,)","(174,)","(173,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(172,)","(0,)","(0,)","(154,)","(157,)","(174,)","(173,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(172,)","(0,)","(0,)","(154,)","(157,)","(174,)","(173,)","(133,)","(133,)","(133,)","(133,)","(131.58513088021053,)"
"(173,)","(0,)","(-2,)","(154,)","(157,)","(172,)","(173,)","(133,)","(133,)","(136,)","(133,)","(131.58513088021053,)"
"(176,)","(1,)","(2,)","(153,)","(157,)","(174,)","(176,)","(133,)","(133,)","(133,)","(129,)","(131.58513088021053,)"
"(176,)","(1,)","(2,)","(153,)","(156,)","(176,)","(177,)","(133,)","(133,)","(129,)","(129,)","(131.58513088021053,)"
"(175,)","(0,)","(4,)","(153,)","(156,)","(174,)","(176,)","(133,)","(133,)","(133,)","(130,)","(131.58513088021053,)"
"(173,)","(0,)","(0,)","(152,)","(154,)","(173,)","(174,)","(133,)","(136,)","(133,)","(133,)","(131.58513088021053,)"
"(180,)","(10,)","(2,)","(161,)","(165,)","(175,)","(181,)","(121,)","(121,)","(133,)","(125,)","(131.58513088021053,)"
"(179,)","(1,)","(-2,)","(164,)","(167,)","(175,)","(179,)","(121,)","(121,)","(133,)","(129,)","(131.58513088021053,)"
